id,lease_id,billing_month,due_date,base_rent,water_amount,interest,total_due,status,rent_paid,water_paid,rent_paid_at,water_paid_at,paid_at,payment_reference,water_computed_from_system,source_water_reading_id
2882,179,2024-01-01,2024-01-10,12137.00,1991.70,0.00,14128.70,PAID,12137.00,1991.70,,,2024-01-10 00:00:00+00:00,REF-20240110-2882,True,2414
2306,163,2024-01-01,2024-01-15,15487.00,2494.80,0.00,17981.80,PAID,15487.00,2494.80,,,2024-01-15 00:00:00+00:00,REF-20240115-2306,True,1838
1982,154,2024-01-01,2024-01-10,15421.00,1545.30,0.00,16966.30,PAID,15421.00,1545.30,,,2024-01-10 00:00:00+00:00,REF-20240110-1982,True,1514
1694,146,2024-01-01,2024-01-10,12967.00,1350.00,0.00,14317.00,PAID,12967.00,1350.00,,,2024-01-10 00:00:00+00:00,REF-20240110-1694,True,1226
2054,156,2024-01-01,2024-01-15,16423.00,2829.15,0.00,19252.15,PAID,16423.00,2829.15,,,2024-01-15 00:00:00+00:00,REF-20240115-2054,True,1586
2702,174,2024-01-01,2024-01-10,15982.00,2685.60,0.00,18667.60,PAID,15982.00,2685.60,,,2024-01-10 00:00:00+00:00,REF-20240110-2702,True,2234
2342,164,2024-01-01,2024-01-10,9196.00,1851.75,0.00,11047.75,PAID,9196.00,1851.75,,,2024-01-10 00:00:00+00:00,REF-20240110-2342,True,1874
2198,160,2024-01-01,2024-01-05,13039.00,3436.65,0.00,16475.65,PAID,13039.00,3436.65,,,2024-01-05 00:00:00+00:00,REF-20240105-2198,True,1730
2630,172,2024-01-01,2024-01-15,14372.00,2643.75,0.00,17015.75,PAID,14372.00,2643.75,,,2024-01-15 00:00:00+00:00,REF-20240115-2630,True,2162
2234,161,2024-01-01,2024-01-10,8100.00,1924.65,0.00,10024.65,PAID,8100.00,1924.65,,,2024-01-10 00:00:00+00:00,REF-20240110-2234,True,1766
2522,169,2024-01-01,2024-01-15,12907.00,1778.85,0.00,14685.85,PAID,12907.00,1778.85,,,2024-01-15 00:00:00+00:00,REF-20240115-2522,True,2054
2558,170,2024-01-01,2024-01-10,21005.00,2239.20,0.00,23244.20,PAID,21005.00,2239.20,,,2024-01-10 00:00:00+00:00,REF-20240110-2558,True,2090
2090,157,2024-01-01,2024-01-10,16615.00,2541.15,0.00,19156.15,PAID,16615.00,2541.15,,,2024-01-10 00:00:00+00:00,REF-20240110-2090,True,1622
2126,158,2024-01-01,2024-01-15,18790.00,1983.15,0.00,20773.15,PAID,18790.00,1983.15,,,2024-01-15 00:00:00+00:00,REF-20240115-2126,True,1658
1946,153,2024-01-01,2024-01-05,8589.00,2545.20,0.00,11134.20,PAID,8589.00,2545.20,,,2024-01-05 00:00:00+00:00,REF-20240105-1946,True,1478
2414,166,2024-01-01,2024-01-10,15261.00,1410.30,0.00,16671.30,PAID,15261.00,1410.30,,,2024-01-15 00:00:00+00:00,REF-20240115-2414,True,1946
2774,176,2024-01-01,2024-01-15,10789.00,3180.60,0.00,13969.60,PAID,10789.00,3180.60,,,2024-01-15 00:00:00+00:00,REF-20240115-2774,True,2306
2846,178,2024-01-01,2024-01-15,13339.00,2617.65,0.00,15956.65,PAID,13339.00,2617.65,,,2024-01-15 00:00:00+00:00,REF-20240115-2846,True,2378
2450,167,2024-01-01,2024-01-15,20093.00,1869.30,0.00,21962.30,PAID,20093.00,1869.30,,,2024-01-19 00:00:00+00:00,REF-20240119-2450,True,1982
2810,177,2024-01-01,2024-01-05,8325.00,2056.05,0.00,10381.05,PAID,8325.00,2056.05,,,2024-01-12 00:00:00+00:00,REF-20240112-2810,True,2342
2738,175,2024-01-01,2024-01-15,11675.00,2422.35,0.00,14097.35,PAID,11675.00,2422.35,,,2024-01-16 00:00:00+00:00,REF-20240116-2738,True,2270
1766,148,2024-01-01,2024-01-10,12762.00,2591.10,0.00,15353.10,PAID,12762.00,2591.10,,,2024-01-16 00:00:00+00:00,REF-20240116-1766,True,1298
2990,182,2024-01-01,2024-01-15,15393.00,2586.15,0.00,17979.15,PAID,15393.00,2586.15,,,2024-01-15 00:00:00+00:00,REF-20240115-2990,True,2522
2270,162,2024-01-01,2024-01-05,19048.00,1868.40,0.00,20916.40,PAID,19048.00,1868.40,,,2024-01-05 00:00:00+00:00,REF-20240105-2270,True,1802
1874,151,2024-01-01,2024-01-10,22061.00,2593.35,0.00,24654.35,PAID,22061.00,2593.35,,,2024-01-10 00:00:00+00:00,REF-20240110-1874,True,1406
2666,173,2024-01-01,2024-01-05,24361.00,1685.25,0.00,26046.25,PAID,24361.00,1685.25,,,2024-01-05 00:00:00+00:00,REF-20240105-2666,True,2198
2378,165,2024-01-01,2024-01-10,18241.00,2812.05,0.00,21053.05,PAID,18241.00,2812.05,,,2024-01-10 00:00:00+00:00,REF-20240110-2378,True,1910
1838,150,2024-01-01,2024-01-05,12073.00,1350.00,0.00,13423.00,PAID,12073.00,1350.00,,,2024-01-05 00:00:00+00:00,REF-20240105-1838,True,1370
2594,171,2024-01-01,2024-01-05,9680.00,2628.00,0.00,12308.00,PAID,9680.00,2628.00,,,2024-01-05 00:00:00+00:00,REF-20240105-2594,True,2126
1910,152,2024-01-01,2024-01-10,8991.00,1950.75,0.00,10941.75,PAID,8991.00,1950.75,,,2024-01-12 00:00:00+00:00,REF-20240112-1910,True,1442
2954,181,2024-01-01,2024-01-10,10986.00,3645.00,0.00,14631.00,PAID,10986.00,3645.00,,,2024-01-10 00:00:00+00:00,REF-20240110-2954,True,2486
2918,180,2024-01-01,2024-01-15,18152.00,1439.55,0.00,19591.55,PAID,18152.00,1439.55,,,2024-01-15 00:00:00+00:00,REF-20240115-2918,True,2450
2486,168,2024-01-01,2024-01-10,8811.00,1766.25,0.00,10577.25,PAID,8811.00,1766.25,,,2024-01-10 00:00:00+00:00,REF-20240110-2486,True,2018
3026,183,2024-01-01,2024-01-10,17289.00,2043.45,0.00,19332.45,PAID,17289.00,2043.45,,,2024-01-10 00:00:00+00:00,REF-20240110-3026,True,2558
2162,159,2024-01-01,2024-01-05,22110.00,2646.45,0.00,24756.45,PAID,22110.00,2646.45,,,2024-01-08 00:00:00+00:00,REF-20240108-2162,True,1694
2018,155,2024-01-01,2024-01-15,20483.00,2330.55,0.00,22813.55,PAID,20483.00,2330.55,,,2024-01-27 00:00:00+00:00,REF-20240127-2018,True,1550
1658,145,2024-01-01,2024-01-10,24585.00,3158.55,0.00,27743.55,PAID,24585.00,3158.55,,,2024-01-10 00:00:00+00:00,REF-20240110-1658,True,1190
1730,147,2024-01-01,2024-01-15,13413.00,2560.95,0.00,15973.95,PAID,13413.00,2560.95,,,2024-01-15 00:00:00+00:00,REF-20240115-1730,True,1262
1657,145,2023-12-01,2023-12-10,24585.00,2553.75,0.00,27138.75,PAID,24585.00,2553.75,,,2023-12-10 00:00:00+00:00,REF-20231210-1657,True,1189
2557,170,2023-12-01,2023-12-10,21005.00,2742.75,0.00,23747.75,PAID,21005.00,2742.75,,,2023-12-11 00:00:00+00:00,REF-20231211-2557,True,2089
1693,146,2023-12-01,2023-12-10,12967.00,2113.20,0.00,15080.20,PAID,12967.00,2113.20,,,2023-12-10 00:00:00+00:00,REF-20231210-1693,True,1225
1873,151,2023-12-01,2023-12-10,22061.00,1608.30,0.00,23669.30,PAID,22061.00,1608.30,,,2023-12-10 00:00:00+00:00,REF-20231210-1873,True,1405
2161,159,2023-12-01,2023-12-05,22110.00,2648.70,0.00,24758.70,PAID,22110.00,2648.70,,,2023-12-05 00:00:00+00:00,REF-20231205-2161,True,1693
2341,164,2023-12-01,2023-12-10,9196.00,2500.65,0.00,11696.65,PAID,9196.00,2500.65,,,2023-12-10 00:00:00+00:00,REF-20231210-2341,True,1873
2413,166,2023-12-01,2023-12-10,15261.00,2843.10,0.00,18104.10,PAID,15261.00,2843.10,,,2023-12-10 00:00:00+00:00,REF-20231210-2413,True,1945
2845,178,2023-12-01,2023-12-15,13339.00,3219.30,0.00,16558.30,PAID,13339.00,3219.30,,,2023-12-15 00:00:00+00:00,REF-20231215-2845,True,2377
2377,165,2023-12-01,2023-12-10,18241.00,2494.35,0.00,20735.35,PAID,18241.00,2494.35,,,2023-12-10 00:00:00+00:00,REF-20231210-2377,True,1909
2269,162,2023-12-01,2023-12-05,19048.00,2003.85,0.00,21051.85,PAID,19048.00,2003.85,,,2023-12-05 00:00:00+00:00,REF-20231205-2269,True,1801
2917,180,2023-12-01,2023-12-15,18152.00,2920.50,0.00,21072.50,PAID,18152.00,2920.50,,,2023-12-15 00:00:00+00:00,REF-20231215-2917,True,2449
2485,168,2023-12-01,2023-12-10,8811.00,1898.10,0.00,10709.10,PAID,8811.00,1898.10,,,2023-12-25 00:00:00+00:00,REF-20231225-2485,True,2017
1801,149,2023-12-01,2023-12-10,12918.00,2673.90,0.00,15591.90,PAID,12918.00,2673.90,,,2023-12-10 00:00:00+00:00,REF-20231210-1801,True,1333
2017,155,2023-12-01,2023-12-15,20483.00,1697.85,0.00,22180.85,PAID,20483.00,1697.85,,,2023-12-15 00:00:00+00:00,REF-20231215-2017,True,1549
1765,148,2023-12-01,2023-12-10,12762.00,2191.05,0.00,14953.05,PAID,12762.00,2191.05,,,2023-12-10 00:00:00+00:00,REF-20231210-1765,True,1297
2773,176,2023-12-01,2023-12-15,10789.00,2045.70,0.00,12834.70,PAID,10789.00,2045.70,,,2023-12-15 00:00:00+00:00,REF-20231215-2773,True,2305
2701,174,2023-12-01,2023-12-10,15982.00,2933.10,0.00,18915.10,PAID,15982.00,2933.10,,,2023-12-10 00:00:00+00:00,REF-20231210-2701,True,2233
2089,157,2023-12-01,2023-12-10,16615.00,1973.25,0.00,18588.25,PAID,16615.00,1973.25,,,2023-12-10 00:00:00+00:00,REF-20231210-2089,True,1621
2737,175,2023-12-01,2023-12-15,11675.00,1989.00,0.00,13664.00,PAID,11675.00,1989.00,,,2023-12-15 00:00:00+00:00,REF-20231215-2737,True,2269
1945,153,2023-12-01,2023-12-05,8589.00,1916.55,0.00,10505.55,PAID,8589.00,1916.55,,,2023-12-12 00:00:00+00:00,REF-20231212-1945,True,1477
1729,147,2023-12-01,2023-12-15,13413.00,2401.20,0.00,15814.20,PAID,13413.00,2401.20,,,2023-12-16 00:00:00+00:00,REF-20231216-1729,True,1261
2521,169,2023-12-01,2023-12-15,12907.00,2284.65,0.00,15191.65,PAID,12907.00,2284.65,,,2023-12-15 00:00:00+00:00,REF-20231215-2521,True,2053
1981,154,2023-12-01,2023-12-10,15421.00,1574.55,0.00,16995.55,PAID,15421.00,1574.55,,,2023-12-10 00:00:00+00:00,REF-20231210-1981,True,1513
2989,182,2023-12-01,2023-12-15,15393.00,2904.30,0.00,18297.30,PAID,15393.00,2904.30,,,2023-12-15 00:00:00+00:00,REF-20231215-2989,True,2521
2629,172,2023-12-01,2023-12-15,14372.00,2515.95,0.00,16887.95,PAID,14372.00,2515.95,,,2023-12-20 00:00:00+00:00,REF-20231220-2629,True,2161
2197,160,2023-12-01,2023-12-05,13039.00,3058.20,0.00,16097.20,PAID,13039.00,3058.20,,,2023-12-06 00:00:00+00:00,REF-20231206-2197,True,1729
2953,181,2023-12-01,2023-12-10,10986.00,2440.80,0.00,13426.80,PAID,10986.00,2440.80,,,2023-12-10 00:00:00+00:00,REF-20231210-2953,True,2485
3025,183,2023-12-01,2023-12-10,17289.00,1350.00,0.00,18639.00,PAID,17289.00,1350.00,,,2024-01-04 00:00:00+00:00,REF-20240104-3025,True,2557
2881,179,2023-12-01,2023-12-10,12137.00,2463.30,0.00,14600.30,PAID,12137.00,2463.30,,,2023-12-27 00:00:00+00:00,REF-20231227-2881,True,2413
1837,150,2023-12-01,2023-12-05,12073.00,2420.10,0.00,14493.10,PAID,12073.00,2420.10,,,2023-12-05 00:00:00+00:00,REF-20231205-1837,True,1369
1909,152,2023-12-01,2023-12-10,8991.00,2155.50,0.00,11146.50,PAID,8991.00,2155.50,,,2023-12-16 00:00:00+00:00,REF-20231216-1909,True,1441
2809,177,2023-12-01,2023-12-05,8325.00,3046.95,0.00,11371.95,PAID,8325.00,3046.95,,,2023-12-05 00:00:00+00:00,REF-20231205-2809,True,2341
2449,167,2023-12-01,2023-12-15,20093.00,1905.75,0.00,21998.75,PAID,20093.00,1905.75,,,2023-12-15 00:00:00+00:00,REF-20231215-2449,True,1981
2125,158,2023-12-01,2023-12-15,18790.00,2562.30,0.00,21352.30,PAID,18790.00,2562.30,,,2023-12-15 00:00:00+00:00,REF-20231215-2125,True,1657
2593,171,2023-12-01,2023-12-05,9680.00,3825.00,0.00,13505.00,PAID,9680.00,3825.00,,,2023-12-10 00:00:00+00:00,REF-20231210-2593,True,2125
2665,173,2023-12-01,2023-12-05,24361.00,1882.35,0.00,26243.35,PAID,24361.00,1882.35,,,2023-12-08 00:00:00+00:00,REF-20231208-2665,True,2197
2305,163,2023-12-01,2023-12-15,15487.00,1589.85,0.00,17076.85,PAID,15487.00,1589.85,,,2023-12-15 00:00:00+00:00,REF-20231215-2305,True,1837
2233,161,2023-12-01,2023-12-10,8100.00,2446.20,0.00,10546.20,PAID,8100.00,2446.20,,,2023-12-10 00:00:00+00:00,REF-20231210-2233,True,1765
2053,156,2023-12-01,2023-12-15,16423.00,2530.35,0.00,18953.35,PAID,16423.00,2530.35,,,2023-12-15 00:00:00+00:00,REF-20231215-2053,True,1585
1872,151,2023-11-01,2023-11-10,22061.00,2589.75,0.00,24650.75,PAID,22061.00,2589.75,,,2023-11-14 00:00:00+00:00,REF-20231114-1872,True,1404
2808,177,2023-11-01,2023-11-05,8325.00,1498.05,0.00,9823.05,PAID,8325.00,1498.05,,,2023-11-05 00:00:00+00:00,REF-20231105-2808,True,2340
2700,174,2023-11-01,2023-11-10,15982.00,1790.55,0.00,17772.55,PAID,15982.00,1790.55,,,2023-11-10 00:00:00+00:00,REF-20231110-2700,True,2232
2016,155,2023-11-01,2023-11-15,20483.00,2349.00,0.00,22832.00,PAID,20483.00,2349.00,,,2023-11-15 00:00:00+00:00,REF-20231115-2016,True,1548
2052,156,2023-11-01,2023-11-15,16423.00,2554.65,0.00,18977.65,PAID,16423.00,2554.65,,,2023-12-25 00:00:00+00:00,REF-20231225-2052,True,1584
3024,183,2023-11-01,2023-11-10,17289.00,3138.30,0.00,20427.30,PAID,17289.00,3138.30,,,2023-11-10 00:00:00+00:00,REF-20231110-3024,True,2556
2592,171,2023-11-01,2023-11-05,9680.00,2248.65,0.00,11928.65,PAID,9680.00,2248.65,,,2023-11-05 00:00:00+00:00,REF-20231105-2592,True,2124
2880,179,2023-11-01,2023-11-10,12137.00,2989.35,0.00,15126.35,PAID,12137.00,2989.35,,,2023-11-10 00:00:00+00:00,REF-20231110-2880,True,2412
1836,150,2023-11-01,2023-11-05,12073.00,2299.05,0.00,14372.05,PAID,12073.00,2299.05,,,2023-11-05 00:00:00+00:00,REF-20231105-1836,True,1368
1800,149,2023-11-01,2023-11-10,12918.00,2411.10,0.00,15329.10,PAID,12918.00,2411.10,,,2023-11-10 00:00:00+00:00,REF-20231110-1800,True,1332
2124,158,2023-11-01,2023-11-15,18790.00,2565.45,0.00,21355.45,PAID,18790.00,2565.45,,,2023-11-20 00:00:00+00:00,REF-20231120-2124,True,1656
2376,165,2023-11-01,2023-11-10,18241.00,2351.70,0.00,20592.70,PAID,18241.00,2351.70,,,2023-11-16 00:00:00+00:00,REF-20231116-2376,True,1908
2916,180,2023-11-01,2023-11-15,18152.00,2192.40,0.00,20344.40,PAID,18152.00,2192.40,,,2023-11-15 00:00:00+00:00,REF-20231115-2916,True,2448
2232,161,2023-11-01,2023-11-10,8100.00,1388.25,0.00,9488.25,PAID,8100.00,1388.25,,,2023-11-10 00:00:00+00:00,REF-20231110-2232,True,1764
1908,152,2023-11-01,2023-11-10,8991.00,1795.50,0.00,10786.50,PAID,8991.00,1795.50,,,2023-11-10 00:00:00+00:00,REF-20231110-1908,True,1440
1728,147,2023-11-01,2023-11-15,13413.00,2186.55,0.00,15599.55,PAID,13413.00,2186.55,,,2023-11-15 00:00:00+00:00,REF-20231115-1728,True,1260
2664,173,2023-11-01,2023-11-05,24361.00,2724.30,0.00,27085.30,PAID,24361.00,2724.30,,,2023-11-05 00:00:00+00:00,REF-20231105-2664,True,2196
2268,162,2023-11-01,2023-11-05,19048.00,2190.60,0.00,21238.60,PAID,19048.00,2190.60,,,2023-11-05 00:00:00+00:00,REF-20231105-2268,True,1800
2160,159,2023-11-01,2023-11-05,22110.00,1642.95,0.00,23752.95,PAID,22110.00,1642.95,,,2023-11-05 00:00:00+00:00,REF-20231105-2160,True,1692
2448,167,2023-11-01,2023-11-15,20093.00,2180.70,0.00,22273.70,PAID,20093.00,2180.70,,,2023-11-15 00:00:00+00:00,REF-20231115-2448,True,1980
2304,163,2023-11-01,2023-11-15,15487.00,1729.35,0.00,17216.35,PAID,15487.00,1729.35,,,2023-11-15 00:00:00+00:00,REF-20231115-2304,True,1836
1656,145,2023-11-01,2023-11-10,24585.00,2229.75,0.00,26814.75,PAID,24585.00,2229.75,,,2023-11-10 00:00:00+00:00,REF-20231110-1656,True,1188
2484,168,2023-11-01,2023-11-10,8811.00,2122.20,0.00,10933.20,PAID,8811.00,2122.20,,,2023-11-15 00:00:00+00:00,REF-20231115-2484,True,2016
1692,146,2023-11-01,2023-11-10,12967.00,2858.40,0.00,15825.40,PAID,12967.00,2858.40,,,2023-11-13 00:00:00+00:00,REF-20231113-1692,True,1224
1944,153,2023-11-01,2023-11-05,8589.00,2034.45,0.00,10623.45,PAID,8589.00,2034.45,,,2023-11-05 00:00:00+00:00,REF-20231105-1944,True,1476
2088,157,2023-11-01,2023-11-10,16615.00,2681.10,0.00,19296.10,PAID,16615.00,2681.10,,,2023-11-10 00:00:00+00:00,REF-20231110-2088,True,1620
2520,169,2023-11-01,2023-11-15,12907.00,2595.60,0.00,15502.60,PAID,12907.00,2595.60,,,2023-11-15 00:00:00+00:00,REF-20231115-2520,True,2052
2556,170,2023-11-01,2023-11-10,21005.00,1643.85,0.00,22648.85,PAID,21005.00,1643.85,,,2023-11-10 00:00:00+00:00,REF-20231110-2556,True,2088
2628,172,2023-11-01,2023-11-15,14372.00,2675.25,0.00,17047.25,PAID,14372.00,2675.25,,,2023-11-15 00:00:00+00:00,REF-20231115-2628,True,2160
1764,148,2023-11-01,2023-11-10,12762.00,1504.35,0.00,14266.35,PAID,12762.00,1504.35,,,2023-11-10 00:00:00+00:00,REF-20231110-1764,True,1296
1980,154,2023-11-01,2023-11-10,15421.00,2586.15,0.00,18007.15,PAID,15421.00,2586.15,,,2023-11-10 00:00:00+00:00,REF-20231110-1980,True,1512
2844,178,2023-11-01,2023-11-15,13339.00,1819.35,0.00,15158.35,PAID,13339.00,1819.35,,,2023-11-15 00:00:00+00:00,REF-20231115-2844,True,2376
2196,160,2023-11-01,2023-11-05,13039.00,2796.75,0.00,15835.75,PAID,13039.00,2796.75,,,2023-11-05 00:00:00+00:00,REF-20231105-2196,True,1728
2952,181,2023-11-01,2023-11-10,10986.00,2933.55,0.00,13919.55,PAID,10986.00,2933.55,,,2023-11-10 00:00:00+00:00,REF-20231110-2952,True,2484
2412,166,2023-11-01,2023-11-10,15261.00,2565.00,0.00,17826.00,PAID,15261.00,2565.00,,,2023-11-10 00:00:00+00:00,REF-20231110-2412,True,1944
2736,175,2023-11-01,2023-11-15,11675.00,2839.50,0.00,14514.50,PAID,11675.00,2839.50,,,2023-11-15 00:00:00+00:00,REF-20231115-2736,True,2268
2772,176,2023-11-01,2023-11-15,10789.00,2550.60,0.00,13339.60,PAID,10789.00,2550.60,,,2023-11-15 00:00:00+00:00,REF-20231115-2772,True,2304
2340,164,2023-11-01,2023-11-10,9196.00,2794.95,0.00,11990.95,PAID,9196.00,2794.95,,,2023-11-10 00:00:00+00:00,REF-20231110-2340,True,1872
2988,182,2023-11-01,2023-11-15,15393.00,3239.10,0.00,18632.10,PAID,15393.00,3239.10,,,2023-11-15 00:00:00+00:00,REF-20231115-2988,True,2520
1763,148,2023-10-01,2023-10-10,12762.00,2911.95,0.00,15673.95,PAID,12762.00,2911.95,,,2023-10-10 00:00:00+00:00,REF-20231010-1763,True,1295
2339,164,2023-10-01,2023-10-10,9196.00,2128.50,0.00,11324.50,PAID,9196.00,2128.50,,,2023-10-17 00:00:00+00:00,REF-20231017-2339,True,1871
2951,181,2023-10-01,2023-10-10,10986.00,2878.20,0.00,13864.20,PAID,10986.00,2878.20,,,2023-10-13 00:00:00+00:00,REF-20231013-2951,True,2483
2447,167,2023-10-01,2023-10-15,20093.00,2151.00,0.00,22244.00,PAID,20093.00,2151.00,,,2023-10-15 00:00:00+00:00,REF-20231015-2447,True,1979
2267,162,2023-10-01,2023-10-05,19048.00,2310.30,0.00,21358.30,PAID,19048.00,2310.30,,,2023-10-05 00:00:00+00:00,REF-20231005-2267,True,1799
2663,173,2023-10-01,2023-10-05,24361.00,2934.45,0.00,27295.45,PAID,24361.00,2934.45,,,2023-10-05 00:00:00+00:00,REF-20231005-2663,True,2195
2015,155,2023-10-01,2023-10-15,20483.00,3308.40,0.00,23791.40,PAID,20483.00,3308.40,,,2023-10-15 00:00:00+00:00,REF-20231015-2015,True,1547
2735,175,2023-10-01,2023-10-15,11675.00,3179.70,0.00,14854.70,PAID,11675.00,3179.70,,,2023-10-15 00:00:00+00:00,REF-20231015-2735,True,2267
2771,176,2023-10-01,2023-10-15,10789.00,1350.00,0.00,12139.00,PAID,10789.00,1350.00,,,2023-10-15 00:00:00+00:00,REF-20231015-2771,True,2303
2087,157,2023-10-01,2023-10-10,16615.00,2550.15,0.00,19165.15,PAID,16615.00,2550.15,,,2023-10-14 00:00:00+00:00,REF-20231014-2087,True,1619
1943,153,2023-10-01,2023-10-05,8589.00,2840.40,0.00,11429.40,PAID,8589.00,2840.40,,,2023-10-25 00:00:00+00:00,REF-20231025-1943,True,1475
2627,172,2023-10-01,2023-10-15,14372.00,2871.00,0.00,17243.00,PAID,14372.00,2871.00,,,2023-10-15 00:00:00+00:00,REF-20231015-2627,True,2159
2411,166,2023-10-01,2023-10-10,15261.00,2094.30,0.00,17355.30,PAID,15261.00,2094.30,,,2023-10-10 00:00:00+00:00,REF-20231010-2411,True,1943
2807,177,2023-10-01,2023-10-05,8325.00,2024.10,0.00,10349.10,PAID,8325.00,2024.10,,,2023-10-25 00:00:00+00:00,REF-20231025-2807,True,2339
2123,158,2023-10-01,2023-10-15,18790.00,2005.65,0.00,20795.65,PAID,18790.00,2005.65,,,2023-11-03 00:00:00+00:00,REF-20231103-2123,True,1655
1907,152,2023-10-01,2023-10-10,8991.00,3022.65,0.00,12013.65,PAID,8991.00,3022.65,,,2023-10-10 00:00:00+00:00,REF-20231010-1907,True,1439
2051,156,2023-10-01,2023-10-15,16423.00,1824.75,0.00,18247.75,PAID,16423.00,1824.75,,,2023-10-15 00:00:00+00:00,REF-20231015-2051,True,1583
3023,183,2023-10-01,2023-10-10,17289.00,1510.65,0.00,18799.65,PAID,17289.00,1510.65,,,2023-10-10 00:00:00+00:00,REF-20231010-3023,True,2555
2375,165,2023-10-01,2023-10-10,18241.00,2624.85,0.00,20865.85,PAID,18241.00,2624.85,,,2023-10-10 00:00:00+00:00,REF-20231010-2375,True,1907
2591,171,2023-10-01,2023-10-05,9680.00,1953.90,0.00,11633.90,PAID,9680.00,1953.90,,,2023-10-05 00:00:00+00:00,REF-20231005-2591,True,2123
2843,178,2023-10-01,2023-10-15,13339.00,2503.35,0.00,15842.35,PAID,13339.00,2503.35,,,2023-10-15 00:00:00+00:00,REF-20231015-2843,True,2375
1691,146,2023-10-01,2023-10-10,12967.00,1350.00,0.00,14317.00,PAID,12967.00,1350.00,,,2023-10-10 00:00:00+00:00,REF-20231010-1691,True,1223
1871,151,2023-10-01,2023-10-10,22061.00,2306.70,0.00,24367.70,PAID,22061.00,2306.70,,,2023-10-10 00:00:00+00:00,REF-20231010-1871,True,1403
2159,159,2023-10-01,2023-10-05,22110.00,2395.35,0.00,24505.35,PAID,22110.00,2395.35,,,2023-10-05 00:00:00+00:00,REF-20231005-2159,True,1691
2555,170,2023-10-01,2023-10-10,21005.00,2254.05,0.00,23259.05,PAID,21005.00,2254.05,,,2023-10-10 00:00:00+00:00,REF-20231010-2555,True,2087
2303,163,2023-10-01,2023-10-15,15487.00,2641.05,0.00,18128.05,PAID,15487.00,2641.05,,,2023-10-18 00:00:00+00:00,REF-20231018-2303,True,1835
1835,150,2023-10-01,2023-10-05,12073.00,2226.60,0.00,14299.60,PAID,12073.00,2226.60,,,2023-10-05 00:00:00+00:00,REF-20231005-1835,True,1367
2879,179,2023-10-01,2023-10-10,12137.00,2005.20,0.00,14142.20,PAID,12137.00,2005.20,,,2023-10-10 00:00:00+00:00,REF-20231010-2879,True,2411
2195,160,2023-10-01,2023-10-05,13039.00,2561.40,0.00,15600.40,PAID,13039.00,2561.40,,,2023-10-05 00:00:00+00:00,REF-20231005-2195,True,1727
1655,145,2023-10-01,2023-10-10,24585.00,2498.85,0.00,27083.85,PAID,24585.00,2498.85,,,2023-10-10 00:00:00+00:00,REF-20231010-1655,True,1187
2519,169,2023-10-01,2023-10-15,12907.00,2756.25,0.00,15663.25,PAID,12907.00,2756.25,,,2023-10-24 00:00:00+00:00,REF-20231024-2519,True,2051
2987,182,2023-10-01,2023-10-15,15393.00,2379.60,0.00,17772.60,PAID,15393.00,2379.60,,,2023-10-15 00:00:00+00:00,REF-20231015-2987,True,2519
1799,149,2023-10-01,2023-10-10,12918.00,1754.55,0.00,14672.55,PAID,12918.00,1754.55,,,2023-11-01 00:00:00+00:00,REF-20231101-1799,True,1331
2915,180,2023-10-01,2023-10-15,18152.00,2186.10,0.00,20338.10,PAID,18152.00,2186.10,,,2023-10-15 00:00:00+00:00,REF-20231015-2915,True,2447
1727,147,2023-10-01,2023-10-15,13413.00,1804.05,0.00,15217.05,PAID,13413.00,1804.05,,,2023-10-22 00:00:00+00:00,REF-20231022-1727,True,1259
2231,161,2023-10-01,2023-10-10,8100.00,2853.90,0.00,10953.90,PAID,8100.00,2853.90,,,2023-10-10 00:00:00+00:00,REF-20231010-2231,True,1763
2483,168,2023-10-01,2023-10-10,8811.00,3104.55,0.00,11915.55,PAID,8811.00,3104.55,,,2023-10-10 00:00:00+00:00,REF-20231010-2483,True,2015
2699,174,2023-10-01,2023-10-10,15982.00,2034.00,0.00,18016.00,PAID,15982.00,2034.00,,,2023-11-17 00:00:00+00:00,REF-20231117-2699,True,2231
1979,154,2023-10-01,2023-10-10,15421.00,1794.60,0.00,17215.60,PAID,15421.00,1794.60,,,2023-10-10 00:00:00+00:00,REF-20231010-1979,True,1511
2770,176,2023-09-01,2023-09-15,10789.00,1671.75,0.00,12460.75,PAID,10789.00,1671.75,,,2023-09-15 00:00:00+00:00,REF-20230915-2770,True,2302
2806,177,2023-09-01,2023-09-05,8325.00,2236.50,0.00,10561.50,PAID,8325.00,2236.50,,,2023-09-05 00:00:00+00:00,REF-20230905-2806,True,2338
2986,182,2023-09-01,2023-09-15,15393.00,2659.05,0.00,18052.05,PAID,15393.00,2659.05,,,2023-09-15 00:00:00+00:00,REF-20230915-2986,True,2518
3022,183,2023-09-01,2023-09-10,17289.00,2045.70,0.00,19334.70,PAID,17289.00,2045.70,,,2023-09-10 00:00:00+00:00,REF-20230910-3022,True,2554
2734,175,2023-09-01,2023-09-15,11675.00,2310.30,0.00,13985.30,PAID,11675.00,2310.30,,,2023-09-15 00:00:00+00:00,REF-20230915-2734,True,2266
1906,152,2023-09-01,2023-09-10,8991.00,2454.30,0.00,11445.30,PAID,8991.00,2454.30,,,2023-09-12 00:00:00+00:00,REF-20230912-1906,True,1438
